go_id	accession	type	name	definition
82958	Go.164	GO Type 03	ojvifa	Definition of ojvifa
62753	Go.1574	GO Type 02	zqfxeg	Definition of zqfxeg
24699	Go.3086	GO Type 03	zwensx	Definition of zwensx
44108	Go.1907	GO Type 02	qthfur	Definition of qthfur
40419	Go.878	GO Type 01	wdibfu	Definition of wdibfu
73992	Go.5466	GO Type 02	kmlbmk	Definition of kmlbmk
1681	Go.6918	GO Type 01	hufisr	Definition of hufisr
65946	Go.6014	GO Type 03	tslzge	Definition of tslzge
73040	Go.5192	GO Type 01	aoacld	Definition of aoacld
37139	Go.2480	GO Type 02	lvianf	Definition of lvianf
8501	Go.1126	GO Type 01	jduowt	Definition of jduowt
49467	Go.289	GO Type 03	roihna	Definition of roihna
13884	Go.9160	GO Type 03	bnxbou	Definition of bnxbou
93714	Go.3832	GO Type 02	pnlxwf	Definition of pnlxwf
89661	Go.5300	GO Type 02	sdohdp	Definition of sdohdp
89468	Go.9203	GO Type 01	qkzvuf	Definition of qkzvuf
25380	Go.8032	GO Type 02	yfarsn	Definition of yfarsn
1338	Go.7779	GO Type 02	lulkex	Definition of lulkex
50581	Go.4551	GO Type 01	kbxbez	Definition of kbxbez
47779	Go.7571	GO Type 01	yvnihq	Definition of yvnihq
2476	Go.151	GO Type 01	vdslxh	Definition of vdslxh
86617	Go.880	GO Type 03	oivmtf	Definition of oivmtf
38070	Go.616	GO Type 01	nilgcx	Definition of nilgcx
63773	Go.5574	GO Type 03	vkskzn	Definition of vkskzn
27447	Go.9185	GO Type 01	yllrgg	Definition of yllrgg
35427	Go.1418	GO Type 01	dtdrra	Definition of dtdrra
63520	Go.4766	GO Type 02	rytitd	Definition of rytitd
79196	Go.1345	GO Type 01	tvgrru	Definition of tvgrru
48901	Go.2215	GO Type 01	ewotxp	Definition of ewotxp
11473	Go.2628	GO Type 01	xvwuwn	Definition of xvwuwn
41246	Go.8245	GO Type 01	ngeixj	Definition of ngeixj
36122	Go.2229	GO Type 03	svrjpg	Definition of svrjpg
27810	Go.7580	GO Type 01	mclogu	Definition of mclogu
15157	Go.151	GO Type 02	xwxvbj	Definition of xwxvbj
85741	Go.3242	GO Type 02	ejmaii	Definition of ejmaii
11991	Go.6467	GO Type 03	xxumjf	Definition of xxumjf
17967	Go.3468	GO Type 03	qssumg	Definition of qssumg
92957	Go.1985	GO Type 01	xknfxr	Definition of xknfxr
4836	Go.4228	GO Type 02	ezpqjf	Definition of ezpqjf
67472	Go.8370	GO Type 03	nwcwxt	Definition of nwcwxt
68976	Go.1010	GO Type 02	eyqrjv	Definition of eyqrjv
94261	Go.5376	GO Type 02	tmmzyj	Definition of tmmzyj
20673	Go.2798	GO Type 01	hawanm	Definition of hawanm
62210	Go.4134	GO Type 01	cebozi	Definition of cebozi
93260	Go.4054	GO Type 01	lmexot	Definition of lmexot
3119	Go.2276	GO Type 02	yzeiqq	Definition of yzeiqq
15234	Go.5167	GO Type 01	rygwfo	Definition of rygwfo
78435	Go.8248	GO Type 03	hkjald	Definition of hkjald
60012	Go.641	GO Type 01	ssojua	Definition of ssojua
86568	Go.2552	GO Type 02	rddeqe	Definition of rddeqe
80425	Go.1278	GO Type 01	barkzf	Definition of barkzf
4119	Go.3984	GO Type 03	cjtybs	Definition of cjtybs
99255	Go.1196	GO Type 03	gxuuwn	Definition of gxuuwn
25213	Go.2462	GO Type 01	uqpgln	Definition of uqpgln
85039	Go.5690	GO Type 02	mrqeix	Definition of mrqeix
55888	Go.2304	GO Type 01	priesx	Definition of priesx
8369	Go.4870	GO Type 01	hohtpo	Definition of hohtpo
2814	Go.812	GO Type 01	axzqui	Definition of axzqui
60646	Go.6425	GO Type 02	optxzy	Definition of optxzy
37262	Go.9579	GO Type 01	fthhkk	Definition of fthhkk
8362	Go.1786	GO Type 01	argizv	Definition of argizv
7253	Go.4205	GO Type 01	ronrmm	Definition of ronrmm
37320	Go.7188	GO Type 01	lcgfqw	Definition of lcgfqw
30212	Go.5435	GO Type 02	pignhw	Definition of pignhw
66162	Go.7629	GO Type 03	tbjwba	Definition of tbjwba
55342	Go.2371	GO Type 02	alqpms	Definition of alqpms
85209	Go.9749	GO Type 02	vnqjhr	Definition of vnqjhr
85498	Go.3533	GO Type 01	upwlqe	Definition of upwlqe
36711	Go.4300	GO Type 02	xneuft	Definition of xneuft
34382	Go.1369	GO Type 03	bdroxo	Definition of bdroxo
38918	Go.5601	GO Type 02	ajxebc	Definition of ajxebc
49127	Go.8323	GO Type 02	bnluzx	Definition of bnluzx
36536	Go.1156	GO Type 03	xirkvf	Definition of xirkvf
45997	Go.2972	GO Type 01	ubhdcu	Definition of ubhdcu
98362	Go.6698	GO Type 01	xomqgz	Definition of xomqgz
12	Go.4656	GO Type 02	fbkjyk	Definition of fbkjyk
41906	Go.720	GO Type 02	jgzrrd	Definition of jgzrrd
73679	Go.3099	GO Type 01	xxxjss	Definition of xxxjss
11492	Go.9517	GO Type 01	bwkwnj	Definition of bwkwnj
13845	Go.7101	GO Type 01	kqsnpe	Definition of kqsnpe
84990	Go.3963	GO Type 01	baoysh	Definition of baoysh
8967	Go.8406	GO Type 01	gunioj	Definition of gunioj
62209	Go.9897	GO Type 02	tccqsa	Definition of tccqsa
96505	Go.5920	GO Type 01	efogee	Definition of efogee
42012	Go.6670	GO Type 02	apbuhq	Definition of apbuhq
54794	Go.852	GO Type 01	lozzwx	Definition of lozzwx
82200	Go.4723	GO Type 02	yjsnam	Definition of yjsnam
21540	Go.7618	GO Type 03	pqxuhz	Definition of pqxuhz
73394	Go.2479	GO Type 01	ljqvxs	Definition of ljqvxs
71515	Go.4508	GO Type 01	gfpbcs	Definition of gfpbcs
50517	Go.2629	GO Type 03	klwiam	Definition of klwiam
87014	Go.5272	GO Type 03	havlvg	Definition of havlvg
1509	Go.3415	GO Type 03	vmpjqv	Definition of vmpjqv
31885	Go.8805	GO Type 03	izrsdy	Definition of izrsdy
41252	Go.9510	GO Type 01	pwzcpg	Definition of pwzcpg
56265	Go.3427	GO Type 01	iugkev	Definition of iugkev
86832	Go.8965	GO Type 01	zcygui	Definition of zcygui
87227	Go.4681	GO Type 01	mrciin	Definition of mrciin
92959	Go.7825	GO Type 02	vowscq	Definition of vowscq
19516	Go.3558	GO Type 02	ysusfz	Definition of ysusfz
41718	Go.4389	GO Type 02	oduhiq	Definition of oduhiq
34377	Go.6992	GO Type 03	irkygp	Definition of irkygp
86816	Go.3633	GO Type 01	wvgwrj	Definition of wvgwrj
69629	Go.4321	GO Type 03	glzccd	Definition of glzccd
87312	Go.6254	GO Type 03	oegvhx	Definition of oegvhx
1463	Go.7794	GO Type 03	cgvwhi	Definition of cgvwhi
93410	Go.9166	GO Type 01	nxfbry	Definition of nxfbry
13286	Go.4595	GO Type 02	tgqqef	Definition of tgqqef
82809	Go.1053	GO Type 01	nedvyt	Definition of nedvyt
71903	Go.7383	GO Type 01	bhkzao	Definition of bhkzao
36899	Go.4858	GO Type 01	auojgo	Definition of auojgo
77632	Go.5209	GO Type 02	sgoesq	Definition of sgoesq
42583	Go.3621	GO Type 02	vgtjmm	Definition of vgtjmm
26200	Go.3991	GO Type 03	dcawqy	Definition of dcawqy
40933	Go.361	GO Type 02	pnaado	Definition of pnaado
18704	Go.9340	GO Type 01	wzycnm	Definition of wzycnm
7101	Go.2050	GO Type 03	ymoxpx	Definition of ymoxpx
73290	Go.1623	GO Type 03	dpnuze	Definition of dpnuze
56021	Go.5514	GO Type 02	hhfrpj	Definition of hhfrpj
71043	Go.7268	GO Type 03	luvazm	Definition of luvazm
9458	Go.15	GO Type 03	qftpsh	Definition of qftpsh
16829	Go.8041	GO Type 03	xnkvnk	Definition of xnkvnk
14663	Go.7140	GO Type 02	wshkno	Definition of wshkno
33388	Go.368	GO Type 03	fxpman	Definition of fxpman
2256	Go.7823	GO Type 02	ymvmru	Definition of ymvmru
71185	Go.9344	GO Type 03	jtjjhn	Definition of jtjjhn
30661	Go.5671	GO Type 01	vekhld	Definition of vekhld
90772	Go.311	GO Type 03	kylxit	Definition of kylxit
64885	Go.7403	GO Type 03	eaaaft	Definition of eaaaft
81801	Go.535	GO Type 03	lppazh	Definition of lppazh
1386	Go.8038	GO Type 01	pzhlob	Definition of pzhlob
59978	Go.7723	GO Type 01	xadiey	Definition of xadiey
45266	Go.7319	GO Type 01	zvwany	Definition of zvwany
35347	Go.189	GO Type 03	ddsjau	Definition of ddsjau
91978	Go.5730	GO Type 02	iurlug	Definition of iurlug
98776	Go.5698	GO Type 03	ecjbou	Definition of ecjbou
81581	Go.4621	GO Type 01	lgtfqu	Definition of lgtfqu
18103	Go.4902	GO Type 02	rivrnq	Definition of rivrnq
31958	Go.7908	GO Type 01	etzmsb	Definition of etzmsb
27956	Go.6471	GO Type 03	hifphc	Definition of hifphc
59970	Go.8762	GO Type 02	yimihu	Definition of yimihu
42144	Go.3526	GO Type 02	hlnvig	Definition of hlnvig
84043	Go.5077	GO Type 01	dxtysj	Definition of dxtysj
6931	Go.5782	GO Type 01	cfxjuf	Definition of cfxjuf
62421	Go.8668	GO Type 01	idroas	Definition of idroas
46738	Go.7849	GO Type 01	ojybdd	Definition of ojybdd
40829	Go.5800	GO Type 02	fjdezd	Definition of fjdezd
90046	Go.9247	GO Type 03	ayenkf	Definition of ayenkf
17786	Go.7611	GO Type 03	zxnqdv	Definition of zxnqdv
74533	Go.8513	GO Type 03	druoke	Definition of druoke
81889	Go.9541	GO Type 03	gqqimi	Definition of gqqimi
54367	Go.5102	GO Type 01	irvphb	Definition of irvphb
86797	Go.8023	GO Type 02	roakvh	Definition of roakvh
30041	Go.2630	GO Type 02	bflnly	Definition of bflnly
48783	Go.8676	GO Type 03	gzhdbo	Definition of gzhdbo
96577	Go.6346	GO Type 01	yxjolf	Definition of yxjolf
48620	Go.8986	GO Type 02	tsvrcj	Definition of tsvrcj
84424	Go.4542	GO Type 03	nctsly	Definition of nctsly
21007	Go.9577	GO Type 02	foptmc	Definition of foptmc
77716	Go.4083	GO Type 03	snhgtp	Definition of snhgtp
73445	Go.5399	GO Type 02	bdnaxt	Definition of bdnaxt
27565	Go.5078	GO Type 03	cellnx	Definition of cellnx
52705	Go.8596	GO Type 01	dusiii	Definition of dusiii
80136	Go.6285	GO Type 03	ejynza	Definition of ejynza
62088	Go.3137	GO Type 03	dzhocu	Definition of dzhocu
74373	Go.7309	GO Type 01	sfsdra	Definition of sfsdra
46362	Go.8352	GO Type 03	fqfcgw	Definition of fqfcgw
96951	Go.334	GO Type 01	uguszl	Definition of uguszl
28761	Go.5996	GO Type 03	ablpmt	Definition of ablpmt
32085	Go.8472	GO Type 01	qhshyh	Definition of qhshyh
14341	Go.3856	GO Type 02	tvlvuc	Definition of tvlvuc
73016	Go.2658	GO Type 02	zmbolf	Definition of zmbolf
14275	Go.3975	GO Type 03	ndvtwg	Definition of ndvtwg
46409	Go.7481	GO Type 02	pxddiv	Definition of pxddiv
35139	Go.2478	GO Type 03	dggxnc	Definition of dggxnc
30910	Go.6640	GO Type 02	zyfbdl	Definition of zyfbdl
66099	Go.8280	GO Type 03	yfogek	Definition of yfogek
40314	Go.9559	GO Type 01	qkqnwa	Definition of qkqnwa
14007	Go.7085	GO Type 02	aahxaf	Definition of aahxaf
26080	Go.6522	GO Type 02	bmobyg	Definition of bmobyg
882	Go.9336	GO Type 01	nuhffa	Definition of nuhffa
58798	Go.1717	GO Type 01	kfoqrz	Definition of kfoqrz
92775	Go.6450	GO Type 03	icskcg	Definition of icskcg
6322	Go.6680	GO Type 01	jeuftx	Definition of jeuftx
18714	Go.6376	GO Type 01	bdcaae	Definition of bdcaae
4877	Go.7726	GO Type 01	zdhszp	Definition of zdhszp
82163	Go.628	GO Type 01	egtxkt	Definition of egtxkt
30186	Go.7953	GO Type 01	doksnk	Definition of doksnk
10300	Go.7953	GO Type 03	gppjse	Definition of gppjse
13878	Go.4601	GO Type 02	zpuzbb	Definition of zpuzbb
8316	Go.7148	GO Type 01	xmzmzf	Definition of xmzmzf
15978	Go.4340	GO Type 01	ragykj	Definition of ragykj
15235	Go.3242	GO Type 01	mzwwnb	Definition of mzwwnb
59794	Go.8654	GO Type 01	pxgkka	Definition of pxgkka
89085	Go.8342	GO Type 02	igenvk	Definition of igenvk
32141	Go.597	GO Type 02	jygnus	Definition of jygnus
59530	Go.4643	GO Type 03	coqywt	Definition of coqywt
38146	Go.6077	GO Type 02	prpgsu	Definition of prpgsu
7861	Go.2384	GO Type 02	nwpqiv	Definition of nwpqiv
78551	Go.749	GO Type 02	pequfr	Definition of pequfr
6344	Go.1094	GO Type 01	fqdqll	Definition of fqdqll
76893	Go.3865	GO Type 02	jxwfxw	Definition of jxwfxw
78577	Go.1819	GO Type 03	yrqlyq	Definition of yrqlyq
37988	Go.9871	GO Type 01	azsujd	Definition of azsujd
20039	Go.5534	GO Type 01	xrjfdu	Definition of xrjfdu
83729	Go.494	GO Type 02	alaycx	Definition of alaycx
51170	Go.8086	GO Type 02	ljjelh	Definition of ljjelh
80818	Go.4542	GO Type 03	juiziz	Definition of juiziz
56659	Go.385	GO Type 02	cptebf	Definition of cptebf
48823	Go.6745	GO Type 02	gccwsh	Definition of gccwsh
91747	Go.8162	GO Type 02	lezqxn	Definition of lezqxn
64197	Go.3891	GO Type 01	qzhckh	Definition of qzhckh
65986	Go.2344	GO Type 02	tdqutf	Definition of tdqutf
84564	Go.4683	GO Type 03	ocdcmf	Definition of ocdcmf
76913	Go.6355	GO Type 03	qhjytx	Definition of qhjytx
43336	Go.8131	GO Type 02	bpdsit	Definition of bpdsit
90019	Go.7912	GO Type 02	vayeaq	Definition of vayeaq
76911	Go.7022	GO Type 01	dflbnb	Definition of dflbnb
91130	Go.1325	GO Type 02	kdtfrw	Definition of kdtfrw
2849	Go.764	GO Type 02	chkiau	Definition of chkiau
74954	Go.6096	GO Type 02	gimtax	Definition of gimtax
61088	Go.3227	GO Type 02	zegjip	Definition of zegjip
65643	Go.5617	GO Type 01	onznwf	Definition of onznwf
39818	Go.7851	GO Type 03	mvhxzw	Definition of mvhxzw
11238	Go.1451	GO Type 03	asphik	Definition of asphik
9356	Go.118	GO Type 02	xvdosk	Definition of xvdosk
52487	Go.546	GO Type 03	oaimue	Definition of oaimue
84497	Go.4177	GO Type 01	jhgsaw	Definition of jhgsaw
4408	Go.8990	GO Type 02	fttozr	Definition of fttozr
6537	Go.2982	GO Type 03	nmsxzz	Definition of nmsxzz
4781	Go.5920	GO Type 02	kfufmx	Definition of kfufmx
53985	Go.7663	GO Type 01	ehjfli	Definition of ehjfli
70262	Go.5194	GO Type 01	cezdls	Definition of cezdls
89553	Go.4785	GO Type 02	kfaezf	Definition of kfaezf
88996	Go.107	GO Type 02	ubuxlp	Definition of ubuxlp
73995	Go.7587	GO Type 03	ujasas	Definition of ujasas
83292	Go.5850	GO Type 02	zdldrg	Definition of zdldrg
39077	Go.6347	GO Type 01	ycclzk	Definition of ycclzk
87452	Go.9166	GO Type 03	ybqwow	Definition of ybqwow
79113	Go.7061	GO Type 03	lgifar	Definition of lgifar
74384	Go.4489	GO Type 01	koydfc	Definition of koydfc
94234	Go.1251	GO Type 03	omnvtv	Definition of omnvtv
53139	Go.1424	GO Type 02	ynbbla	Definition of ynbbla
95864	Go.7951	GO Type 02	wbtdih	Definition of wbtdih
82986	Go.3891	GO Type 02	dhnvaj	Definition of dhnvaj
83145	Go.9202	GO Type 03	njahsw	Definition of njahsw
44791	Go.9533	GO Type 01	nbrccf	Definition of nbrccf
96010	Go.7699	GO Type 01	gpnejo	Definition of gpnejo
91546	Go.8429	GO Type 03	epvuvr	Definition of epvuvr
2522	Go.1313	GO Type 02	fnukvh	Definition of fnukvh
34836	Go.7	GO Type 03	dnrvhy	Definition of dnrvhy
7900	Go.9637	GO Type 01	jthbdj	Definition of jthbdj
26510	Go.8419	GO Type 02	sfyjvp	Definition of sfyjvp
53426	Go.6153	GO Type 01	zzgeso	Definition of zzgeso
37564	Go.8252	GO Type 03	dqgfhe	Definition of dqgfhe
63116	Go.1621	GO Type 03	lrqgib	Definition of lrqgib
26028	Go.9256	GO Type 02	kunjyw	Definition of kunjyw
51437	Go.4415	GO Type 03	gamvqd	Definition of gamvqd
45313	Go.712	GO Type 03	oaccdq	Definition of oaccdq
19700	Go.6032	GO Type 03	ianvin	Definition of ianvin
12724	Go.3532	GO Type 03	bbryto	Definition of bbryto
91988	Go.9915	GO Type 03	ovunnr	Definition of ovunnr
68649	Go.1687	GO Type 01	kqacmf	Definition of kqacmf
62974	Go.4950	GO Type 02	mkvheo	Definition of mkvheo
91441	Go.4776	GO Type 02	afhepp	Definition of afhepp
59435	Go.149	GO Type 03	nkbeak	Definition of nkbeak
33051	Go.193	GO Type 03	mzlcub	Definition of mzlcub
80025	Go.9875	GO Type 01	akbeqd	Definition of akbeqd
91943	Go.8349	GO Type 02	ydsdmt	Definition of ydsdmt
32505	Go.1109	GO Type 01	zdpgpk	Definition of zdpgpk
41543	Go.3276	GO Type 01	pjwjea	Definition of pjwjea
64898	Go.3332	GO Type 03	repahr	Definition of repahr
97989	Go.2814	GO Type 03	wrckff	Definition of wrckff
72944	Go.8084	GO Type 02	wxlmlv	Definition of wxlmlv
86998	Go.2375	GO Type 03	jgodru	Definition of jgodru
5036	Go.4952	GO Type 02	ymnbmk	Definition of ymnbmk
76924	Go.4541	GO Type 03	kxbzmp	Definition of kxbzmp
87974	Go.7566	GO Type 02	lkytod	Definition of lkytod
57777	Go.9733	GO Type 02	nmyjaj	Definition of nmyjaj
17215	Go.8138	GO Type 01	zbvykm	Definition of zbvykm
63343	Go.6189	GO Type 02	ongdrm	Definition of ongdrm
84040	Go.7648	GO Type 01	dnivwp	Definition of dnivwp
10147	Go.9331	GO Type 03	soerwd	Definition of soerwd
37649	Go.5653	GO Type 01	uwhsdk	Definition of uwhsdk
5172	Go.9950	GO Type 02	zatydn	Definition of zatydn
18389	Go.8531	GO Type 03	skddag	Definition of skddag
63570	Go.7663	GO Type 01	szrzti	Definition of szrzti
74786	Go.9766	GO Type 03	eltjog	Definition of eltjog
36014	Go.1298	GO Type 02	rxrkds	Definition of rxrkds
72660	Go.6534	GO Type 01	eaylsm	Definition of eaylsm
64419	Go.5443	GO Type 02	fnrkcd	Definition of fnrkcd
42099	Go.4435	GO Type 03	qeuupy	Definition of qeuupy
26718	Go.9148	GO Type 03	mftxuu	Definition of mftxuu
66747	Go.7271	GO Type 02	yfqvod	Definition of yfqvod
42015	Go.5116	GO Type 02	ektxic	Definition of ektxic
97402	Go.988	GO Type 02	slbkap	Definition of slbkap
31068	Go.8543	GO Type 02	pntehm	Definition of pntehm
69900	Go.2287	GO Type 01	ubelbw	Definition of ubelbw
26539	Go.3743	GO Type 02	psgeuk	Definition of psgeuk
90068	Go.9957	GO Type 02	rcdcqs	Definition of rcdcqs
4376	Go.831	GO Type 01	clccrr	Definition of clccrr
41942	Go.5047	GO Type 03	wdabvj	Definition of wdabvj
264	Go.38	GO Type 01	sqbjwb	Definition of sqbjwb
14897	Go.7561	GO Type 03	vqtxhl	Definition of vqtxhl
12975	Go.9464	GO Type 01	ptjicx	Definition of ptjicx
99508	Go.4415	GO Type 03	vxpdkr	Definition of vxpdkr
6859	Go.1839	GO Type 03	uqvzyi	Definition of uqvzyi
49734	Go.5157	GO Type 01	jjnwwc	Definition of jjnwwc
73244	Go.5005	GO Type 03	muugvk	Definition of muugvk
32420	Go.3710	GO Type 01	svaklm	Definition of svaklm
71922	Go.3515	GO Type 01	oyvlov	Definition of oyvlov
89118	Go.8037	GO Type 02	nbhqhb	Definition of nbhqhb
29818	Go.36	GO Type 02	uryrbp	Definition of uryrbp
6088	Go.8476	GO Type 02	ctjutj	Definition of ctjutj
43858	Go.2102	GO Type 03	vpdahz	Definition of vpdahz
32975	Go.6255	GO Type 01	mswmpk	Definition of mswmpk
52242	Go.6447	GO Type 01	moyohd	Definition of moyohd
9385	Go.2977	GO Type 03	cembed	Definition of cembed
43702	Go.4861	GO Type 02	salrvf	Definition of salrvf
43754	Go.3534	GO Type 02	mjkzaz	Definition of mjkzaz
31644	Go.2472	GO Type 03	fzjxzl	Definition of fzjxzl
90498	Go.3007	GO Type 02	jnhttz	Definition of jnhttz
37611	Go.5508	GO Type 02	tyorcd	Definition of tyorcd
32525	Go.758	GO Type 03	xxbuyu	Definition of xxbuyu
74767	Go.2747	GO Type 03	mconyw	Definition of mconyw
68673	Go.4315	GO Type 03	gjlurz	Definition of gjlurz
12162	Go.3491	GO Type 01	tzslfc	Definition of tzslfc
25746	Go.3165	GO Type 02	fsiiyc	Definition of fsiiyc
17523	Go.7569	GO Type 02	sadscy	Definition of sadscy
43962	Go.3689	GO Type 01	nwvlle	Definition of nwvlle
90456	Go.7765	GO Type 01	wuillf	Definition of wuillf
54314	Go.5357	GO Type 03	ytvuub	Definition of ytvuub
64906	Go.2295	GO Type 03	eardqr	Definition of eardqr
29927	Go.7656	GO Type 02	uwaxsw	Definition of uwaxsw
47649	Go.4674	GO Type 01	ujntjs	Definition of ujntjs
40438	Go.4338	GO Type 01	wwqsqp	Definition of wwqsqp
31800	Go.1214	GO Type 02	bwdpax	Definition of bwdpax
77779	Go.7875	GO Type 01	hizhmb	Definition of hizhmb
67341	Go.5041	GO Type 01	ycwwuz	Definition of ycwwuz
70442	Go.3682	GO Type 02	obkvbm	Definition of obkvbm
26563	Go.3692	GO Type 01	ymlfao	Definition of ymlfao
82220	Go.9275	GO Type 01	rbcgdi	Definition of rbcgdi
39005	Go.825	GO Type 02	kzgbaz	Definition of kzgbaz
86652	Go.5127	GO Type 03	vdvduq	Definition of vdvduq
22441	Go.9371	GO Type 03	mdnuzk	Definition of mdnuzk
97090	Go.5530	GO Type 02	gjqksf	Definition of gjqksf
78113	Go.78	GO Type 02	ruqskc	Definition of ruqskc
42369	Go.873	GO Type 02	bauktf	Definition of bauktf
27574	Go.9760	GO Type 01	jdddkz	Definition of jdddkz
71105	Go.2881	GO Type 02	vjzhno	Definition of vjzhno
2687	Go.1706	GO Type 02	nvozja	Definition of nvozja
54571	Go.1985	GO Type 01	nfervx	Definition of nfervx
56987	Go.6455	GO Type 03	wktmrm	Definition of wktmrm
25209	Go.2456	GO Type 03	pzjmxn	Definition of pzjmxn
38782	Go.9799	GO Type 03	bspgvt	Definition of bspgvt
66658	Go.6362	GO Type 01	maychq	Definition of maychq
16786	Go.7907	GO Type 01	egqprb	Definition of egqprb
8006	Go.8625	GO Type 03	hcvwqb	Definition of hcvwqb
83315	Go.7023	GO Type 01	rsfacx	Definition of rsfacx
55840	Go.6964	GO Type 02	lbqpzv	Definition of lbqpzv
39249	Go.931	GO Type 01	gwqxsd	Definition of gwqxsd
1044	Go.7579	GO Type 02	hywozi	Definition of hywozi
31429	Go.7843	GO Type 02	gwzsab	Definition of gwzsab
68681	Go.4824	GO Type 03	agxqbp	Definition of agxqbp
70582	Go.3657	GO Type 02	bkpbrv	Definition of bkpbrv
6852	Go.2241	GO Type 01	qitrtu	Definition of qitrtu
75390	Go.435	GO Type 01	alilza	Definition of alilza
96360	Go.9593	GO Type 02	xiddkb	Definition of xiddkb
78615	Go.229	GO Type 01	kfvuvw	Definition of kfvuvw
98686	Go.6589	GO Type 03	dzebgp	Definition of dzebgp
40462	Go.7430	GO Type 01	rezsub	Definition of rezsub
59316	Go.4438	GO Type 02	cavcjt	Definition of cavcjt
59325	Go.6882	GO Type 02	ckupfi	Definition of ckupfi
32108	Go.8	GO Type 02	gqxciv	Definition of gqxciv
78528	Go.6436	GO Type 03	lllhze	Definition of lllhze
82681	Go.5910	GO Type 01	wifmvr	Definition of wifmvr
92478	Go.7059	GO Type 01	avnthp	Definition of avnthp
10292	Go.8946	GO Type 01	erbmnv	Definition of erbmnv
22027	Go.8781	GO Type 03	aqqaqm	Definition of aqqaqm
82491	Go.4753	GO Type 03	swvzjt	Definition of swvzjt
70901	Go.5949	GO Type 01	znetfu	Definition of znetfu
61147	Go.191	GO Type 03	yzwcyk	Definition of yzwcyk
96058	Go.1275	GO Type 02	qnkmlk	Definition of qnkmlk
58509	Go.9158	GO Type 02	jawtfc	Definition of jawtfc
25346	Go.7847	GO Type 03	xxqnvy	Definition of xxqnvy
2686	Go.1390	GO Type 02	kpbqkh	Definition of kpbqkh
34196	Go.7175	GO Type 02	ehxwwy	Definition of ehxwwy
84202	Go.2568	GO Type 01	alygfe	Definition of alygfe
13091	Go.7928	GO Type 01	vdvspj	Definition of vdvspj
40263	Go.127	GO Type 01	gtkmic	Definition of gtkmic
22960	Go.4716	GO Type 01	adlryb	Definition of adlryb
45864	Go.1157	GO Type 02	fbozzg	Definition of fbozzg
26399	Go.1159	GO Type 03	vipwty	Definition of vipwty
39855	Go.6539	GO Type 01	bfjkzy	Definition of bfjkzy
47179	Go.7483	GO Type 03	hfqqow	Definition of hfqqow
24283	Go.2035	GO Type 03	tokhwo	Definition of tokhwo
32001	Go.8101	GO Type 02	fyybgi	Definition of fyybgi
94673	Go.326	GO Type 02	iqonim	Definition of iqonim
57165	Go.7858	GO Type 01	tffjix	Definition of tffjix
73649	Go.5833	GO Type 01	arhczp	Definition of arhczp
88556	Go.6625	GO Type 01	myqrwh	Definition of myqrwh
38367	Go.2758	GO Type 01	lvdwek	Definition of lvdwek
82814	Go.476	GO Type 03	ummcqm	Definition of ummcqm
34179	Go.9129	GO Type 02	vghvgj	Definition of vghvgj
65132	Go.6592	GO Type 02	hbvcea	Definition of hbvcea
43105	Go.8554	GO Type 02	wwpiam	Definition of wwpiam
76519	Go.2855	GO Type 02	rhttrx	Definition of rhttrx
10980	Go.8839	GO Type 01	lvpzlv	Definition of lvpzlv
96239	Go.1746	GO Type 02	qfmtoh	Definition of qfmtoh
13941	Go.3716	GO Type 01	zrcikz	Definition of zrcikz
23575	Go.3694	GO Type 02	hfaipu	Definition of hfaipu
1720	Go.4502	GO Type 02	rqtcdz	Definition of rqtcdz
6979	Go.7789	GO Type 02	rrzoiv	Definition of rrzoiv
72525	Go.7390	GO Type 01	gbcqpb	Definition of gbcqpb
62060	Go.5068	GO Type 02	ljlykj	Definition of ljlykj
11947	Go.9753	GO Type 01	vdmlyh	Definition of vdmlyh
84075	Go.2260	GO Type 03	zloarr	Definition of zloarr
73596	Go.9935	GO Type 01	eavfvt	Definition of eavfvt
75975	Go.3268	GO Type 03	rpupzr	Definition of rpupzr
82759	Go.9832	GO Type 02	yazugu	Definition of yazugu
22165	Go.7402	GO Type 01	kkyusg	Definition of kkyusg
72594	Go.6846	GO Type 02	ldvvhm	Definition of ldvvhm
6545	Go.4420	GO Type 02	lzcvey	Definition of lzcvey
31863	Go.2041	GO Type 01	nunfoo	Definition of nunfoo
95684	Go.7491	GO Type 02	gtwnow	Definition of gtwnow
16686	Go.5519	GO Type 01	tvqbfi	Definition of tvqbfi
5433	Go.200	GO Type 03	bvcoxv	Definition of bvcoxv
71214	Go.2866	GO Type 01	uvbxfz	Definition of uvbxfz
55001	Go.1274	GO Type 02	ddnqju	Definition of ddnqju
1613	Go.821	GO Type 02	boyyre	Definition of boyyre
64979	Go.7753	GO Type 03	ufwzyp	Definition of ufwzyp
52087	Go.3906	GO Type 01	rtsxrw	Definition of rtsxrw
82024	Go.2193	GO Type 03	eadfft	Definition of eadfft
78159	Go.4022	GO Type 03	mdptzd	Definition of mdptzd
21646	Go.5320	GO Type 03	vcfehr	Definition of vcfehr
51103	Go.462	GO Type 02	srgxlv	Definition of srgxlv
19542	Go.6049	GO Type 02	yyooia	Definition of yyooia
99192	Go.1684	GO Type 01	icstit	Definition of icstit
19054	Go.7450	GO Type 03	jrizyp	Definition of jrizyp
53928	Go.4875	GO Type 01	goqccr	Definition of goqccr
