s_id	e_id	pb_id	mu_id	exp
0000953971	00973	0094025515	001	177
0000953971	00973	0056884159	001	145
0000953971	00973	0049789018	001	75
0000953971	00973	0094479769	001	95
0000953971	00973	0061980644	001	43
0000953971	00973	0018949429	001	184
0000953971	00973	0074813051	001	34
0000953971	00973	0046499285	001	50
0000953971	00973	0044600389	001	176
0000953971	00973	0084247032	001	122
0000953971	00973	0087563967	001	56
0000953971	00973	0082720614	001	186
0000953971	00973	0087028050	001	196
0000953971	00973	0010696958	001	153
0000953971	00973	0096942707	001	170
0000953971	00973	0056596219	001	118
0000953971	00973	0091360652	001	102
0000953971	00973	0063684783	001	19
0000953971	00973	0049003517	001	172
0000953971	00973	0020227299	001	94
0000953971	00973	0019253122	001	83
0000953971	00973	0003156558	001	178
0000953971	00973	0041538836	001	129
0000953971	00973	0052757931	001	164
0000953971	00973	0006816180	001	139
0000953971	00973	0069871515	001	41
0000953971	00973	0089411246	001	165
0000953971	00973	0065165818	001	184
0000953971	00973	0001291008	001	8
0000953971	00973	0021660813	001	159
0000953971	00973	0019644817	001	120
0000953971	00973	0017265272	001	20
0000953971	00973	0061563945	001	136
0000953971	00973	0080666643	001	132
0000953971	00973	0049330491	001	104
0000953971	00973	0077121167	001	93
0000953971	00973	0026133885	001	86
0000953971	00973	0080551030	001	65
0000953971	00973	0000352956	001	144
0000953971	00973	0035618544	001	119
0000953971	00973	0065276895	001	139
0000953971	00973	0026737449	001	95
0000953971	00973	0098478860	001	78
0000953971	00973	0094658628	001	84
0000953971	00973	0021475718	001	189
0000953971	00973	0073683560	001	181
0000953971	00973	0080723079	001	114
0000953971	00973	0071227511	001	65
0000953971	00973	0047945226	001	165
0000953971	00973	0078121105	001	70
0000953971	00973	0078894729	001	154
0000953971	00973	0038021235	001	35
0000953971	00973	0026249594	001	182
0000953971	00973	0093518908	001	198
0000953971	00973	0070434346	001	163
0000953971	00973	0028491289	001	28
0000953971	00973	0061624288	001	151
0000953971	00973	0030004344	001	66
0000953971	00973	0081591863	001	45
0000953971	00973	0027132989	001	163
0000953971	00973	0098057227	001	21
0000953971	00973	0094090815	001	52
0000953971	00973	0092632869	001	198
0000953971	00973	0056819456	001	69
0000953971	00973	0027435313	001	51
0000953971	00973	0057189126	001	33
0000953971	00973	0026033670	001	189
0000953971	00973	0073112719	001	196
0000953971	00973	0012463020	001	115
0000953971	00973	0070796558	001	28
0000953971	00973	0096235041	001	37
0000953971	00973	0074013681	001	152
0000953971	00973	0048294924	001	123
0000953971	00973	0069143856	001	58
0000953971	00973	0079229112	001	174
0000953971	00973	0045244729	001	167
0000953971	00973	0099286595	001	5
0000953971	00973	0056275578	001	141
0000953971	00973	0083083595	001	80
0000953971	00973	0084245115	001	32
0000953971	00973	0085919922	001	78
0000953971	00973	0054951032	001	76
0000953971	00973	0011925517	001	119
0000953971	00973	0080826470	001	64
0000953971	00973	0051188179	001	74
0000953971	00973	0095593889	001	14
0000953971	00973	0026214893	001	142
0000953971	00973	0097739345	001	82
0000953971	00973	0023347037	001	38
0000953971	00973	0098125026	001	193
0000953971	00973	0062734879	001	29
0000953971	00973	0072988583	001	8
0000953971	00973	0050213005	001	36
0000953971	00973	0088855628	001	148
0000953971	00973	0013852305	001	126
0000953971	00973	0047842220	001	152
0000953971	00973	0053504597	001	65
0000953971	00973	0084105859	001	92
0000953971	00973	0021493993	001	53
0000953971	00973	0099645310	001	79
0000953971	00973	0067292964	001	20
0000953971	00973	0039167447	001	125
0000953971	00973	0015468479	001	37
0000953971	00973	0097017394	001	12
0000953971	00973	0092385969	001	111
0000953971	00973	0020000433	001	122
0000953971	00973	0098472070	001	160
0000953971	00973	0078610609	001	179
0000953971	00973	0013844300	001	107
0000953971	00973	0069431404	001	126
0000953971	00973	0080877693	001	121
0000953971	00973	0057867257	001	3
0000953971	00973	0031538251	001	60
0000953971	00973	0056851265	001	63
0000953971	00973	0045396128	001	39
0000953971	00973	0083421010	001	144
0000953971	00973	0020999428	001	11
0000953971	00973	0056825339	001	10
0000953971	00973	0090134272	001	146
0000953971	00973	0008633719	001	10
0000953971	00973	0082034937	001	1
0000953971	00973	0091409433	001	34
0000953971	00973	0023900513	001	78
0000953971	00973	0007692861	001	190
0000953971	00973	0018406321	001	82
0000953971	00973	0085789344	001	36
0000953971	00973	0092559792	001	88
0000953971	00973	0042623627	001	199
0000953971	00973	0013739423	001	109
0000953971	00973	0047127998	001	65
0000953971	00973	0082538008	001	90
0000953971	00973	0082443189	001	11
0000953971	00973	0055518977	001	193
0000953971	00973	0030737972	001	165
0000953971	00973	0090073998	001	151
0000953971	00973	0059849778	001	185
0000953971	00973	0047935473	001	164
0000953971	00973	0018873567	001	81
0000953971	00973	0025572098	001	165
0000953971	00973	0087845055	001	117
0000953971	00973	0096635218	001	10
0000953971	00973	0033355542	001	140
0000953971	00973	0055657839	001	78
0000953971	00973	0037394890	001	185
0000953971	00973	0071291461	001	1
0000953971	00973	0065189084	001	130
0000953971	00973	0009993510	001	6
0000953971	00973	0090117517	001	25
0000953971	00973	0043701834	001	15
0000953971	00973	0036950196	001	171
0000953971	00973	0073140590	001	192
0000953971	00973	0044387240	001	42
0000953971	00973	0001250125	001	13
0000953971	00973	0060937612	001	103
0000953971	00973	0029271432	001	25
0000953971	00973	0089166761	001	182
0000953971	00973	0021425164	001	88
0000953971	00973	0069151105	001	118
0000953971	00973	0012508769	001	15
0000953971	00973	0019498683	001	125
0000953971	00973	0046038120	001	88
0000953971	00973	0097328184	001	65
0000953971	00973	0026272056	001	74
0000953971	00973	0064779024	001	153
0000953971	00973	0097087109	001	7
0000953971	00973	0038817393	001	115
0000953971	00973	0008623115	001	193
0000953971	00973	0074767560	001	138
0000953971	00973	0086796349	001	22
0000953971	00973	0074790053	001	164
0000953971	00973	0055749778	001	166
0000953971	00973	0043626599	001	40
0000953971	00973	0078514030	001	185
0000953971	00973	0048158632	001	17
0000953971	00973	0068715532	001	110
0000953971	00973	0094619754	001	58
0000953971	00973	0020564413	001	80
0000953971	00973	0077366275	001	126
0000953971	00973	0097083950	001	5
0000953971	00973	0038280932	001	166
0000953971	00973	0080742428	001	1
0000953971	00973	0080938826	001	104
0000953971	00973	0053948275	001	185
0000953971	00973	0054817930	001	130
0000953971	00973	0028119898	001	42
0000953971	00973	0044016643	001	197
0000953971	00973	0040377309	001	131
0000953971	00973	0028753009	001	93
0000953971	00973	0072335295	001	7
0000953971	00973	0061282013	001	145
0000953971	00973	0058187031	001	140
0000953971	00973	0025483779	001	195
0000953971	00973	0028503360	001	117
0000953971	00973	0051793721	001	55
0000953971	00973	0039547141	001	126
0000953971	00973	0007244861	001	104
0000953971	00973	0055130356	001	129
0000953971	00973	0011192026	001	146
0000953971	00973	0071838750	001	156
0000953971	00973	0006372918	001	118
0000953971	00973	0018295037	001	152
0000953971	00973	0024047518	001	47
0000953971	00973	0089044803	001	158
0000953971	00973	0062545554	001	124
0000953971	00973	0057138825	001	16
0000953971	00973	0061922530	001	178
0000953971	00973	0073782909	001	191
0000953971	00973	0094214064	001	106
0000953971	00973	0047023777	001	20
0000953971	00973	0023481858	001	165
0000953971	00973	0071549840	001	123
0000953971	00973	0074548977	001	104
0000953971	00973	0083559136	001	142
0000953971	00973	0054386492	001	121
0000953971	00973	0091234380	001	109
0000953971	00973	0017530523	001	180
0000953971	00973	0095212157	001	128
0000953971	00973	0069779552	001	31
0000953971	00973	0025949987	001	84
0000953971	00973	0092317720	001	148
0000953971	00973	0068279986	001	3
0000953971	00973	0079746695	001	12
0000953971	00973	0024014188	001	12
0000953971	00973	0025541541	001	87
0000953971	00973	0045002383	001	8
0000953971	00973	0044739533	001	192
0000953971	00973	0075330053	001	129
0000953971	00973	0027086312	001	99
0000953971	00973	0023905011	001	19
0000953971	00973	0026548186	001	135
0000953971	00973	0037916575	001	29
0000953971	00973	0059372388	001	9
0000953971	00973	0070261628	001	45
0000953971	00973	0084343897	001	103
0000953971	00973	0038362101	001	184
0000953971	00973	0029050208	001	179
0000953971	00973	0092583087	001	3
0000953971	00973	0093511220	001	44
0000953971	00973	0043869100	001	185
0000953971	00973	0082318004	001	77
0000953971	00973	0059009644	001	3
0000953971	00973	0040706704	001	196
0000953971	00973	0022876664	001	155
0000953971	00973	0055654178	001	83
0000953971	00973	0028436700	001	85
0000953971	00973	0091441976	001	154
0000953971	00973	0020246128	001	74
0000953971	00973	0037403512	001	130
0000953971	00973	0087835884	001	101
0000953971	00973	0064634994	001	118
0000953971	00973	0000046791	001	51
0000953971	00973	0014573129	001	27
0000953971	00973	0023428996	001	74
0000953971	00973	0089325739	001	186
0000953971	00973	0032859893	001	149
0000953971	00973	0048865979	001	22
0000953971	00973	0025718315	001	3
0000953971	00973	0002310640	001	23
0000953971	00973	0087791103	001	189
0000953971	00973	0013785700	001	55
0000953971	00973	0041696728	001	45
0000953971	00973	0017204278	001	17
0000953971	00973	0087149040	001	68
0000953971	00973	0044032081	001	32
0000953971	00973	0019171344	001	167
0000953971	00973	0067126426	001	114
0000953971	00973	0014954074	001	11
0000953971	00973	0040135279	001	2
0000953971	00973	0084706840	001	15
0000953971	00973	0073029280	001	104
0000953971	00973	0000882707	001	41
0000953971	00973	0084688777	001	178
0000953971	00973	0090023236	001	31
0000953971	00973	0004000529	001	23
0000953971	00973	0092752946	001	122
0000953971	00973	0043643577	001	119
0000953971	00973	0063238192	001	20
0000953971	00973	0017872042	001	138
0000953971	00973	0069018398	001	14
0000953971	00973	0078633417	001	75
0000953971	00973	0045252991	001	163
0000953971	00973	0041366655	001	97
0000953971	00973	0008898200	001	181
0000953971	00973	0067395308	001	48
0000953971	00973	0099070740	001	140
0000953971	00973	0021907136	001	2
0000953971	00973	0016172075	001	147
0000953971	00973	0036705239	001	60
0000953971	00973	0061261716	001	164
0000953971	00973	0075334015	001	125
0000953971	00973	0073760802	001	154
0000953971	00973	0000194840	001	68
0000953971	00973	0054833370	001	84
0000953971	00973	0010917160	001	184
0000953971	00973	0058871150	001	119
0000953971	00973	0067560809	001	103
0000953971	00973	0043630327	001	158
0000953971	00973	0061665672	001	28
0000953971	00973	0079350763	001	58
0000953971	00973	0086198742	001	189
0000953971	00973	0041600978	001	200
0000953971	00973	0012014230	001	23
0000953971	00973	0000940894	001	16
0000953971	00973	0020268901	001	140
0000953971	00973	0042433238	001	134
0000953971	00973	0063275808	001	170
0000953971	00973	0058516198	001	200
0000953971	00973	0072303234	001	124
0000953971	00973	0091326670	001	198
0000953971	00973	0066716388	001	35
0000953971	00973	0096378613	001	30
0000953971	00973	0023119000	001	49
0000953971	00973	0029512517	001	102
0000953971	00973	0027491665	001	122
0000953971	00973	0021960540	001	155
0000953971	00973	0047198031	001	2
0000953971	00973	0040508772	001	163
0000953971	00973	0006527580	001	196
0000953971	00973	0012314740	001	41
0000953971	00973	0070808286	001	190
0000953971	00973	0021503216	001	7
0000953971	00973	0033814535	001	1
0000953971	00973	0013116663	001	174
0000953971	00973	0054718949	001	161
0000953971	00973	0057630235	001	51
0000953971	00973	0075000486	001	133
0000953971	00973	0058968213	001	187
0000953971	00973	0019280156	001	31
0000953971	00973	0056744490	001	76
0000953971	00973	0054717076	001	157
0000953971	00973	0016213286	001	169
0000953971	00973	0061283267	001	197
0000953971	00973	0073492689	001	134
0000953971	00973	0072240474	001	4
0000953971	00973	0040525086	001	10
0000953971	00973	0002192426	001	198
0000953971	00973	0022424484	001	36
0000953971	00973	0027651515	001	7
0000953971	00973	0042091115	001	69
0000953971	00973	0005984159	001	82
0000953971	00973	0097550218	001	96
0000953971	00973	0025748258	001	104
0000953971	00973	0077418849	001	185
0000953971	00973	0006827572	001	50
0000953971	00973	0079901401	001	173
0000953971	00973	0079422476	001	85
0000953971	00973	0012829105	001	190
0000953971	00973	0034838153	001	36
0000953971	00973	0040133571	001	136
0000953971	00973	0076254734	001	93
0000953971	00973	0062876239	001	108
0000953971	00973	0076308095	001	53
0000953971	00973	0012103002	001	189
0000953971	00973	0050566281	001	27
0000953971	00973	0037708206	001	118
0000953971	00973	0079885591	001	81
0000953971	00973	0047599419	001	91
0000953971	00973	0075680456	001	170
0000953971	00973	0093076049	001	55
0000953971	00973	0029601169	001	174
0000953971	00973	0088074730	001	101
0000953971	00973	0005720496	001	46
0000953971	00973	0070194987	001	45
0000953971	00973	0030058636	001	49
0000953971	00973	0057173786	001	32
0000953971	00973	0091719247	001	5
0000953971	00973	0018629085	001	93
0000953971	00973	0094339221	001	157
0000953971	00973	0062928486	001	59
0000953971	00973	0044687236	001	111
0000953971	00973	0094241055	001	152
0000953971	00973	0036628012	001	65
0000953971	00973	0036316794	001	37
0000953971	00973	0092884425	001	35
0000953971	00973	0021432619	001	151
0000953971	00973	0066305666	001	122
0000953971	00973	0038180155	001	18
0000953971	00973	0069557942	001	102
0000953971	00973	0049267289	001	88
0000953971	00973	0013888798	001	190
0000953971	00973	0086121037	001	107
0000953971	00973	0057873928	001	47
0000953971	00973	0017879410	001	129
0000953971	00973	0096279217	001	176
0000953971	00973	0072581209	001	42
0000953971	00973	0004544274	001	200
0000953971	00973	0011113345	001	37
0000953971	00973	0026472389	001	147
0000953971	00973	0053853173	001	21
0000953971	00973	0004570661	001	159
0000953971	00973	0065202381	001	158
0000953971	00973	0060315051	001	142
0000953971	00973	0047330724	001	83
0000953971	00973	0067739287	001	167
0000953971	00973	0060308461	001	116
0000953971	00973	0084436488	001	97
0000953971	00973	0055625439	001	196
0000953971	00973	0023034151	001	197
0000953971	00973	0078571824	001	185
0000835248	00976	0054226887	001	94
0000835248	00976	0057330652	001	92
0000835248	00976	0034055558	001	105
0000835248	00976	0008335046	001	110
0000835248	00976	0021733850	001	55
0000835248	00976	0041793852	001	114
0000835248	00976	0093200955	001	104
0000835248	00976	0049638573	001	81
0000835248	00976	0064868889	001	42
0000835248	00976	0091809138	001	46
0000835248	00976	0027051001	001	139
0000835248	00976	0017376411	001	181
0000835248	00976	0005324823	001	62
0000835248	00976	0005527524	001	128
0000835248	00976	0093187265	001	96
0000835248	00976	0096167817	001	168
0000835248	00976	0011285163	001	164
0000835248	00976	0057739856	001	185
0000835248	00976	0082076281	001	76
0000835248	00976	0051513963	001	142
0000835248	00976	0039210267	001	23
0000835248	00976	0078982037	001	119
0000835248	00976	0043281097	001	99
0000835248	00976	0065832872	001	152
0000835248	00976	0059195687	001	135
0000835248	00976	0030386972	001	85
0000835248	00976	0056568043	001	72
0000835248	00976	0064155430	001	30
0000835248	00976	0079766250	001	126
0000835248	00976	0024010376	001	81
0000835248	00976	0058483894	001	189
0000835248	00976	0094372697	001	154
0000835248	00976	0080262939	001	3
0000835248	00976	0094759774	001	56
0000835248	00976	0068165320	001	158
0000835248	00976	0070974565	001	138
0000835248	00976	0025646209	001	16
0000835248	00976	0090892090	001	58
0000835248	00976	0083567889	001	70
0000835248	00976	0037656457	001	93
0000835248	00976	0059257240	001	33
0000835248	00976	0090499514	001	125
0000835248	00976	0080297036	001	75
0000835248	00976	0094950198	001	35
0000835248	00976	0030838925	001	52
0000835248	00976	0039488373	001	58
0000835248	00976	0035746916	001	169
0000835248	00976	0052909912	001	31
0000835248	00976	0040673545	001	49
0000835248	00976	0037164053	001	12
0000835248	00976	0006830950	001	45
0000835248	00976	0061980957	001	69
0000835248	00976	0099639635	001	184
0000835248	00976	0014434946	001	80
0000835248	00976	0093981156	001	25
0000835248	00976	0026325931	001	27
0000835248	00976	0097509640	001	91
0000835248	00976	0065481667	001	60
0000835248	00976	0021915551	001	34
0000835248	00976	0049215226	001	133
0000835248	00976	0016242251	001	73
0000835248	00976	0048935808	001	49
0000835248	00976	0058169054	001	174
0000835248	00976	0041696540	001	125
0000835248	00976	0031287428	001	85
0000835248	00976	0015528672	001	128
0000835248	00976	0065717171	001	101
0000835248	00976	0043900711	001	127
0000835248	00976	0074281614	001	179
0000835248	00976	0028002195	001	83
0000835248	00976	0096815548	001	120
0000835248	00976	0093987300	001	104
0000835248	00976	0087920175	001	40
0000835248	00976	0046582313	001	112
0000835248	00976	0020661297	001	69
0000835248	00976	0089519898	001	174
0000835248	00976	0042764162	001	177
0000835248	00976	0016813154	001	198
0000835248	00976	0021400422	001	85
0000835248	00976	0039333261	001	100
0000835248	00976	0054364130	001	177
0000835248	00976	0055995820	001	13
0000835248	00976	0038753889	001	27
0000835248	00976	0084150087	001	138
0000835248	00976	0092444335	001	95
0000835248	00976	0037214171	001	177
0000835248	00976	0014320344	001	43
0000835248	00976	0062730274	001	54
0000835248	00976	0037136365	001	195
0000835248	00976	0088747898	001	102
0000835248	00976	0059332581	001	189
0000835248	00976	0021937582	001	200
0000835248	00976	0048857147	001	41
0000835248	00976	0039890084	001	193
0000835248	00976	0087304779	001	9
0000835248	00976	0043829674	001	181
0000835248	00976	0070824241	001	185
0000835248	00976	0062480913	001	19
0000835248	00976	0018766927	001	124
0000835248	00976	0078755916	001	136
0000835248	00976	0037413012	001	21
0000835248	00976	0002210133	001	32
0000835248	00976	0017305463	001	13
0000835248	00976	0063000195	001	117
0000835248	00976	0047365100	001	94
0000835248	00976	0035226687	001	34
0000835248	00976	0026824306	001	185
0000835248	00976	0019852952	001	152
0000835248	00976	0062198222	001	12
0000835248	00976	0087189898	001	191
0000835248	00976	0039741346	001	16
0000835248	00976	0095349912	001	34
0000835248	00976	0065218613	001	150
0000835248	00976	0031694037	001	22
0000835248	00976	0076490327	001	42
0000835248	00976	0004753570	001	21
0000835248	00976	0070027429	001	84
0000835248	00976	0061898145	001	4
0000835248	00976	0047789127	001	90
0000835248	00976	0091902285	001	85
0000835248	00976	0088588006	001	57
0000835248	00976	0058274010	001	83
0000835248	00976	0039388438	001	59
0000835248	00976	0016623602	001	89
0000835248	00976	0065633193	001	45
0000835248	00976	0073562591	001	175
0000835248	00976	0098330821	001	46
0000835248	00976	0060861377	001	178
0000835248	00976	0071171653	001	58
0000835248	00976	0026654769	001	46
0000835248	00976	0039300092	001	111
0000835248	00976	0045099291	001	173
0000835248	00976	0099089965	001	99
0000835248	00976	0097631809	001	150
0000835248	00976	0014244584	001	98
0000835248	00976	0081963143	001	121
0000835248	00976	0050809922	001	181
0000835248	00976	0030355683	001	95
0000835248	00976	0060847723	001	86
0000835248	00976	0026123317	001	35
0000835248	00976	0057940778	001	88
0000835248	00976	0087530993	001	43
0000835248	00976	0084925514	001	76
0000835248	00976	0044625421	001	52
0000835248	00976	0096696415	001	77
0000835248	00976	0021670867	001	56
0000835248	00976	0014809894	001	167
0000835248	00976	0015024581	001	146
0000835248	00976	0075065164	001	115
0000835248	00976	0069192826	001	16
0000835248	00976	0061263276	001	61
0000835248	00976	0074357723	001	90
0000835248	00976	0004819911	001	48
0000835248	00976	0066555028	001	88
0000835248	00976	0081771004	001	31
0000835248	00976	0093493039	001	134
0000835248	00976	0027309134	001	16
0000835248	00976	0061183191	001	132
0000835248	00976	0017922945	001	51
0000835248	00976	0009526003	001	22
0000835248	00976	0006566229	001	176
0000835248	00976	0050147415	001	200
0000835248	00976	0003367993	001	170
0000835248	00976	0087290322	001	122
0000835248	00976	0035959967	001	169
0000835248	00976	0097579590	001	112
0000835248	00976	0048720336	001	53
0000835248	00976	0025626915	001	68
0000835248	00976	0019411389	001	69
0000835248	00976	0023347521	001	62
0000835248	00976	0074133813	001	180
0000835248	00976	0051450463	001	39
0000835248	00976	0066749951	001	23
0000835248	00976	0022976057	001	67
0000835248	00976	0062291006	001	80
0000835248	00976	0017175015	001	29
0000835248	00976	0076994353	001	10
0000835248	00976	0098852216	001	11
0000835248	00976	0057610024	001	96
0000835248	00976	0026214597	001	43
0000835248	00976	0002992703	001	130
0000835248	00976	0043169474	001	172
0000835248	00976	0084610864	001	167
0000835248	00976	0064227133	001	161
0000835248	00976	0017463107	001	148
0000835248	00976	0058956857	001	22
0000835248	00976	0051804400	001	134
0000835248	00976	0045851330	001	6
0000835248	00976	0060265570	001	155
0000835248	00976	0062855735	001	46
0000835248	00976	0000008191	001	190
0000835248	00976	0086851718	001	190
0000835248	00976	0053063063	001	193
0000835248	00976	0011391825	001	66
0000835248	00976	0078737809	001	32
0000835248	00976	0026806825	001	109
0000835248	00976	0077796422	001	155
0000835248	00976	0009789922	001	90
0000835248	00976	0039205908	001	85
0000835248	00976	0034188982	001	104
0000835248	00976	0072905736	001	176
0000835248	00976	0010166204	001	96
0000835248	00976	0012835461	001	23
0000835248	00976	0074267188	001	16
0000835248	00976	0098282093	001	102
0000835248	00976	0015138320	001	64
0000835248	00976	0099141506	001	152
0000835248	00976	0094219117	001	34
0000835248	00976	0048557580	001	32
0000835248	00976	0016916475	001	2
0000835248	00976	0093124034	001	153
0000835248	00976	0002719519	001	143
0000835248	00976	0039702415	001	38
0000835248	00976	0033152868	001	43
0000835248	00976	0025601881	001	169
0000835248	00976	0080433564	001	166
0000835248	00976	0086662542	001	47
0000835248	00976	0031272050	001	72
0000835248	00976	0059698495	001	67
0000835248	00976	0012363205	001	18
0000835248	00976	0041279884	001	136
0000835248	00976	0068273503	001	151
0000835248	00976	0090588415	001	61
0000835248	00976	0098468967	001	91
0000835248	00976	0004594927	001	54
0000835248	00976	0042571399	001	191
0000835248	00976	0027004656	001	84
0000835248	00976	0015821487	001	131
0000835248	00976	0022285607	001	163
0000835248	00976	0032086762	001	90
0000835248	00976	0007075876	001	170
0000835248	00976	0086710502	001	44
0000835248	00976	0013679213	001	101
0000835248	00976	0090587010	001	33
0000835248	00976	0065442754	001	174
0000835248	00976	0041998424	001	183
0000835248	00976	0037547944	001	104
0000835248	00976	0073367056	001	166
0000835248	00976	0097019239	001	184
0000835248	00976	0000712222	001	121
0000835248	00976	0028874718	001	190
0000835248	00976	0081815533	001	163
0000835248	00976	0055235589	001	159
0000835248	00976	0046472470	001	25
0000835248	00976	0078371861	001	159
0000835248	00976	0006502824	001	159
0000835248	00976	0064729627	001	38
0000835248	00976	0058200335	001	51
0000835248	00976	0020999197	001	94
0000835248	00976	0021763805	001	6
0000835248	00976	0057981554	001	72
0000835248	00976	0042797334	001	89
0000835248	00976	0051762661	001	165
0000835248	00976	0012936021	001	199
0000835248	00976	0076107732	001	173
0000835248	00976	0094861044	001	87
0000835248	00976	0038744853	001	155
0000835248	00976	0084130861	001	102
0000835248	00976	0023750380	001	60
0000835248	00976	0012568351	001	123
0000835248	00976	0041839939	001	151
0000835248	00976	0083699127	001	115
0000835248	00976	0041665327	001	156
0000835248	00976	0016637116	001	103
0000835248	00976	0088047959	001	192
0000835248	00976	0037641391	001	113
0000835248	00976	0040870692	001	91
0000835248	00976	0020107499	001	113
0000835248	00976	0094699783	001	185
0000835248	00976	0045692046	001	123
0000835248	00976	0089884487	001	140
0000835248	00976	0000647338	001	173
0000835248	00976	0048452604	001	85
0000835248	00976	0023419170	001	84
0000835248	00976	0031236263	001	148
0000835248	00976	0022127914	001	111
0000835248	00976	0033086581	001	118
0000835248	00976	0035069059	001	7
0000835248	00976	0088010162	001	81
0000835248	00976	0024754729	001	194
0000835248	00976	0014143138	001	92
0000835248	00976	0075545570	001	133
0000835248	00976	0034364514	001	65
0000835248	00976	0046348662	001	152
0000835248	00976	0074216803	001	80
0000835248	00976	0096010326	001	169
0000835248	00976	0059200461	001	87
0000835248	00976	0009257385	001	151
0000835248	00976	0014320877	001	159
0000835248	00976	0021483857	001	179
0000835248	00976	0049019154	001	182
0000835248	00976	0044656184	001	81
0000835248	00976	0041887029	001	46
0000835248	00976	0076494091	001	199
0000835248	00976	0007266549	001	103
0000835248	00976	0002398414	001	73
0000835248	00976	0061614873	001	169
0000835248	00976	0047062357	001	167
0000835248	00976	0074248862	001	89
0000835248	00976	0008355781	001	163
0000835248	00976	0078344311	001	8
0000835248	00976	0099693670	001	37
0000835248	00976	0062943298	001	18
0000835248	00976	0087208006	001	187
0000835248	00976	0028015966	001	103
0000835248	00976	0018709686	001	111
0000835248	00976	0030131703	001	126
0000835248	00976	0007408992	001	14
0000835248	00976	0045767524	001	186
0000835248	00976	0066348651	001	85
0000835248	00976	0002272406	001	110
0000835248	00976	0065251939	001	9
0000835248	00976	0044523357	001	150
0000835248	00976	0037800705	001	112
0000835248	00976	0008506090	001	7
0000835248	00976	0018356310	001	14
0000835248	00976	0083201028	001	112
0000835248	00976	0024007547	001	36
0000835248	00976	0029284011	001	192
0000835248	00976	0095886637	001	191
0000835248	00976	0012258450	001	52
0000835248	00976	0086053581	001	169
0000835248	00976	0031066645	001	145
0000835248	00976	0073740333	001	36
0000835248	00976	0098265031	001	111
0000835248	00976	0006038452	001	80
0000835248	00976	0034027865	001	79
0000835248	00976	0081159909	001	153
0000835248	00976	0083969571	001	5
0000835248	00976	0085915778	001	43
0000835248	00976	0018482378	001	137
0000835248	00976	0029230434	001	166
0000835248	00976	0098915672	001	120
0000835248	00976	0089637898	001	155
0000835248	00976	0040508491	001	57
0000835248	00976	0044099877	001	19
0000835248	00976	0070091630	001	107
0000835248	00976	0084497127	001	86
0000835248	00976	0041316086	001	89
0000835248	00976	0012877680	001	139
0000835248	00976	0009861912	001	72
0000835248	00976	0010213199	001	200
0000835248	00976	0029033190	001	63
0000835248	00976	0062840385	001	197
0000835248	00976	0067887247	001	180
0000835248	00976	0008676201	001	2
0000835248	00976	0078451787	001	138
0000835248	00976	0085949840	001	65
0000835248	00976	0080285694	001	84
0000835248	00976	0054308648	001	176
0000835248	00976	0092228349	001	140
0000835248	00976	0093238948	001	10
0000835248	00976	0089615850	001	54
0000835248	00976	0011013122	001	159
0000835248	00976	0067157237	001	162
0000835248	00976	0024264484	001	75
0000835248	00976	0011222981	001	161
0000835248	00976	0001408958	001	121
0000835248	00976	0003113924	001	8
0000835248	00976	0088325634	001	24
0000835248	00976	0008855229	001	40
0000835248	00976	0039702707	001	91
0000835248	00976	0033314324	001	113
0000835248	00976	0063291438	001	159
0000835248	00976	0059431806	001	183
0000835248	00976	0083339794	001	103
0000835248	00976	0020090024	001	196
0000835248	00976	0041884330	001	175
0000835248	00976	0095894310	001	169
0000835248	00976	0037575844	001	143
0000835248	00976	0066615898	001	86
0000835248	00976	0005125256	001	122
0000835248	00976	0056328457	001	166
0000835248	00976	0059515073	001	19
0000835248	00976	0004384417	001	72
0000835248	00976	0003911607	001	52
0000835248	00976	0055800201	001	47
0000835248	00976	0035184409	001	176
0000835248	00976	0002107550	001	49
0000835248	00976	0004106891	001	35
0000835248	00976	0048274140	001	67
0000835248	00976	0074714098	001	36
0000835248	00976	0098001419	001	131
0000835248	00976	0056199237	001	126
0000835248	00976	0065030086	001	187
0000835248	00976	0061962780	001	190
0000835248	00976	0056836006	001	47
0000835248	00976	0085137117	001	12
0000835248	00976	0069145571	001	34
0000835248	00976	0043370060	001	93
0000835248	00976	0089644373	001	164
0000835248	00976	0024176827	001	179
0000835248	00976	0020007866	001	161
0000835248	00976	0011792230	001	93
0000835248	00976	0000290908	001	102
0000835248	00976	0068870656	001	171
0000835248	00976	0086492181	001	57
0000835248	00976	0076124846	001	173
0000835248	00976	0083492104	001	179
0000835248	00976	0034644475	001	50
0000835248	00976	0064092121	001	158
0000835248	00976	0087520288	001	151
0000835248	00976	0064123193	001	133
0000835248	00976	0056343205	001	134
0000835248	00976	0080667942	001	32
0000835248	00976	0045312416	001	70
0000835248	00976	0087986793	001	189
0000835248	00976	0004382182	001	14
0000835248	00976	0017023816	001	166
0000835248	00976	0050044944	001	69
0000835248	00976	0009458538	001	10
0000835248	00976	0041256930	001	11
0000835248	00976	0044512132	001	90
0000835248	00976	0088666488	001	41
0000835248	00976	0036296956	001	44
0000835248	00976	0002692181	001	33
0000835248	00976	0060750315	001	76
0000835248	00976	0034782318	001	132
0000835248	00976	0053166352	001	160
0000835248	00976	0081043605	001	110
0000835248	00976	0071553817	001	105
0000835248	00976	0023868407	001	192
0000835248	00976	0088157979	001	116
