UID	go_id	cl_id	dm_id	pm_id	UID2
0060979779	null	null	00297879	null	null
0060979779	null	null	null	00210774	null
0060979779	null	null	null	null	0009500181
0060979779	null	null	null	null	0088934363
0006914859	0007154	00972	00983835	null	null
0006914859	null	null	null	00381966	null
0006914859	null	null	null	00108732	null
0006914859	null	null	null	null	0037764373
0006914859	null	null	null	null	0059287565
0006914859	null	null	null	null	0022048657
0006914859	null	null	null	null	0072569517
0006914859	null	null	null	null	0053609847
0038558690	0007154	00752	00139079	null	null
0038558690	null	null	null	00286185	null
0038558690	null	null	null	null	0095092707
0038558690	null	null	null	null	0044662694
0053408535	0011238	00150	00187754	null	null
0053408535	null	null	00139079	null	null
0053408535	null	null	null	00184423	null
0053408535	null	null	null	00761516	null
0053408535	null	null	null	00854925	null
0053408535	null	null	null	null	0033267024
0053408535	null	null	null	null	0004613917
0053408535	null	null	null	null	0034769645
0053408535	null	null	null	null	0087338718
0053408535	null	null	null	null	0087600095
0038829603	0056864	00183	00786632	null	null
0038829603	null	null	00603637	null	null
0038829603	null	null	null	00004622	null
0038829603	null	null	null	00931000	null
0038829603	null	null	null	00922928	null
0038829603	null	null	null	null	0050101395
0038829603	null	null	null	null	0057146093
0038829603	null	null	null	null	0023370723
0038829603	null	null	null	null	0059873974
0092019470	0046481	00709	00326159	null	null
0092019470	null	null	null	00395424	null
0092019470	null	null	null	00229148	null
0092019470	null	null	null	00301850	null
0092019470	null	null	null	null	0057757278
0092019470	null	null	null	null	0031330826
0092019470	null	null	null	null	0085873786
0092019470	null	null	null	null	0049681729
0067903023	0007386	00872	00729205	null	null
0067903023	null	null	00724899	null	null
0067903023	null	null	null	00326455	null
0067903023	null	null	null	00175193	null
0067903023	null	null	null	00224065	null
0067903023	null	null	null	null	0056677458
0067903023	null	null	null	null	0075715750
0028901443	0065643	00147	00862655	null	null
0028901443	null	null	00422451	null	null
0028901443	null	null	null	00700535	null
0028901443	null	null	null	00934322	null
0028901443	null	null	null	00150470	null
0028901443	null	null	null	null	0070505123
0028901443	null	null	null	null	0058792011
0028901443	null	null	null	null	0067956399
0028901443	null	null	null	null	0086356737
0001305056	0040032	00646	00643177	null	null
0001305056	null	null	00673286	null	null
0001305056	null	null	null	00590687	null
0001305056	null	null	null	00134575	null
0001305056	null	null	null	null	0072920004
0001305056	null	null	null	null	0092040358
0001305056	null	null	null	null	0027459209
0094707966	0062088	00142	00204871	null	null
0094707966	null	null	00691649	null	null
0094707966	null	null	null	00638937	null
0094707966	null	null	null	00134575	null
0094707966	null	null	null	null	0028479665
0094707966	null	null	null	null	0076635942
0023552119	0077779	00768	00929338	null	null
0023552119	null	null	null	00129204	null
0023552119	null	null	null	00794181	null
0023552119	null	null	null	00618434	null
0023552119	null	null	null	null	0003128902
0023552119	null	null	null	null	0096433467
0035340916	0073040	00909	00638742	null	null
0035340916	null	null	00078972	null	null
0035340916	null	null	00436121	null	null
0035340916	null	null	null	00004705	null
0035340916	null	null	null	00399621	null
0035340916	null	null	null	null	0002188085
0023232733	0012975	00230	00967180	null	null
0023232733	null	null	00176863	null	null
0023232733	null	null	00239280	null	null
0023232733	null	null	null	00919462	null
0023232733	null	null	null	null	0039179969
0023232733	null	null	null	null	0071212477
0023232733	null	null	null	null	0044138912
0023232733	null	null	null	null	0020868301
0023232733	null	null	null	null	0088929552
0056873934	0067472	00850	00614109	null	null
0056873934	null	null	00342433	null	null
0056873934	null	null	00462233	null	null
0056873934	null	null	null	00016030	null
0056873934	null	null	null	00427735	null
0056873934	null	null	null	null	0040718359
0031610401	0024276	00650	00349764	null	null
0031610401	null	null	null	00653232	null
0031610401	null	null	null	null	0048903336
0031610401	null	null	null	null	0064837688
0031610401	null	null	null	null	0024386240
0031610401	null	null	null	null	0028901443
0084043492	0069388	00185	00497222	null	null
0084043492	null	null	00852154	null	null
0084043492	null	null	null	00471590	null
0084043492	null	null	null	null	0076491915
0084043492	null	null	null	null	0046550804
0000843355	0061635	00532	00742999	null	null
0000843355	null	null	00103163	null	null
0000843355	null	null	00573528	null	null
0000843355	null	null	null	00876593	null
0000843355	null	null	null	00246843	null
0000843355	null	null	null	00517233	null
0000843355	null	null	null	null	0091310818
0000843355	null	null	null	null	0095092707
0008046482	0019516	00564	00412788	null	null
0008046482	null	null	null	00934322	null
0008046482	null	null	null	00806386	null
0008046482	null	null	null	null	0052291421
0082922028	0007861	00682	00026701	null	null
0082922028	null	null	00495875	null	null
0082922028	null	null	null	00684158	null
0082922028	null	null	null	00942101	null
0082922028	null	null	null	00883754	null
0082922028	null	null	null	null	0047637383
0082922028	null	null	null	null	0013975562
0082922028	null	null	null	null	0086231837
0082922028	null	null	null	null	0003168802
0057288214	0057451	00185	00271375	null	null
0057288214	null	null	00581326	null	null
0057288214	null	null	00944741	null	null
0057288214	null	null	null	00747112	null
0057288214	null	null	null	00552878	null
0057288214	null	null	null	null	0027851448
0057288214	null	null	null	null	0087206435
0057288214	null	null	null	null	0043858496
0057288214	null	null	null	null	0098601933
0075492172	0087227	00656	00901229	null	null
0075492172	null	null	00860371	null	null
0075492172	null	null	null	00346415	null
0075492172	null	null	null	null	0067327949
0075492172	null	null	null	null	0081566238
0075492172	null	null	null	null	0043771169
0098075610	0049896	00826	00859471	null	null
0098075610	null	null	null	00308934	null
0098075610	null	null	null	null	0091893185
0085873786	0071922	00784	00051657	null	null
0085873786	null	null	00744189	null	null
0085873786	null	null	00164516	null	null
0085873786	null	null	null	00744070	null
0085873786	null	null	null	00044618	null
0085873786	null	null	null	00477179	null
0085873786	null	null	null	null	0091392850
0085873786	null	null	null	null	0077434860
0085873786	null	null	null	null	0092040358
0085873786	null	null	null	null	0078713927
0009303645	0046738	00137	00396338	null	null
0009303645	null	null	null	00327624	null
0009303645	null	null	null	null	0067740995
0009303645	null	null	null	null	0065941960
0082638619	0014275	00697	00184098	null	null
0082638619	null	null	00045567	null	null
0082638619	null	null	null	00308934	null
0082638619	null	null	null	00837087	null
0082638619	null	null	null	00244743	null
0082638619	null	null	null	null	0086533188
0089056730	0038146	00319	00402787	null	null
0089056730	null	null	00372837	null	null
0089056730	null	null	null	00489831	null
0089056730	null	null	null	null	0058792011
0027158665	0077319	00750	00929338	null	null
0027158665	null	null	null	00276524	null
0027158665	null	null	null	null	0032908463
0027158665	null	null	null	null	0095282219
0027158665	null	null	null	null	0044081524
0065643386	0015291	00784	00147428	null	null
0065643386	null	null	00701233	null	null
0065643386	null	null	null	00315332	null
0065643386	null	null	null	00243883	null
0065643386	null	null	null	null	0005925535
0065643386	null	null	null	null	0098601933
0065643386	null	null	null	null	0031054689
0065643386	null	null	null	null	0006803646
0056496252	0046164	00150	00362449	null	null
0056496252	null	null	00946188	null	null
0056496252	null	null	00081235	null	null
0056496252	null	null	null	00346415	null
0056496252	null	null	null	00238535	null
0056496252	null	null	null	null	0055615139
0056496252	null	null	null	null	0043758546
0056496252	null	null	null	null	0085369940
0056496252	null	null	null	null	0036439208
0056496252	null	null	null	null	0023478709
0083625525	0089661	00677	00027745	null	null
0083625525	null	null	null	00939605	null
0083625525	null	null	null	null	0091021866
0083625525	null	null	null	null	0002382734
0083625525	null	null	null	null	0058383610
0058526186	0027068	00923	00261992	null	null
0058526186	null	null	00374756	null	null
0058526186	null	null	00548124	null	null
0058526186	null	null	null	00283920	null
0058526186	null	null	null	00299951	null
0058526186	null	null	null	null	0004879924
0058526186	null	null	null	null	0013843662
0056252335	0015679	00850	00130440	null	null
0056252335	null	null	00153424	null	null
0056252335	null	null	00968646	null	null
0056252335	null	null	null	00393466	null
0056252335	null	null	null	null	0057929835
0056252335	null	null	null	null	0006743887
0056252335	null	null	null	null	0078951861
0056252335	null	null	null	null	0020221456
0084122201	0072660	00230	00045567	null	null
0084122201	null	null	null	00437073	null
0084122201	null	null	null	null	0072249108
0043201137	0014134	00526	00352490	null	null
0043201137	null	null	00412788	null	null
0043201137	null	null	00673286	null	null
0043201137	null	null	null	00947136	null
0043201137	null	null	null	null	0097555157
0032546661	0044081	00132	00089713	null	null
0032546661	null	null	00982509	null	null
0032546661	null	null	00106868	null	null
0032546661	null	null	null	00800989	null
0032546661	null	null	null	00008303	null
0032546661	null	null	null	00567692	null
0032546661	null	null	null	null	0037576608
0038445703	0086797	00656	00371304	null	null
0038445703	null	null	00968646	null	null
0038445703	null	null	00347447	null	null
0038445703	null	null	null	00842606	null
0038445703	null	null	null	00495024	null
0038445703	null	null	null	00056678	null
0038445703	null	null	null	null	0065701085
0038445703	null	null	null	null	0083257014
0080087775	0022022	00230	00238333	null	null
0080087775	null	null	00422249	null	null
0080087775	null	null	null	00747131	null
0080087775	null	null	null	null	0076635942
0080087775	null	null	null	null	0086034634
0080087775	null	null	null	null	0088305510
0067327949	0005299	00833	00472439	null	null
0067327949	null	null	00899592	null	null
0067327949	null	null	null	00299951	null
0067327949	null	null	null	null	0088934363
0067327949	null	null	null	null	0083105688
0071848097	0084802	00526	00047998	null	null
0071848097	null	null	00542643	null	null
0071848097	null	null	null	00283268	null
0071848097	null	null	null	00877945	null
0071848097	null	null	null	null	0079319774
0071848097	null	null	null	null	0060979779
0071848097	null	null	null	null	0011333636
0071848097	null	null	null	null	0068252248
0096838537	0032558	00319	00175662	null	null
0096838537	null	null	00550786	null	null
0096838537	null	null	00976018	null	null
0096838537	null	null	null	00471590	null
0096838537	null	null	null	00618504	null
0096838537	null	null	null	null	0060857582
0096838537	null	null	null	null	0076671135
0096838537	null	null	null	null	0033267024
0096838537	null	null	null	null	0034886772
0096838537	null	null	null	null	0096433467
0013116624	0094673	00800	00623440	null	null
0013116624	null	null	null	00080747	null
0013116624	null	null	null	null	0013051218
0054993284	0034196	00008	00187512	null	null
0054993284	null	null	00357714	null	null
0054993284	null	null	null	00894683	null
0054993284	null	null	null	null	0062515965
0030039965	0083945	00132	00309908	null	null
0030039965	null	null	00345971	null	null
0030039965	null	null	00428070	null	null
0030039965	null	null	null	00940935	null
0030039965	null	null	null	00065582	null
0030039965	null	null	null	null	0086231837
0030039965	null	null	null	null	0005692117
0030039965	null	null	null	null	0046748681
0030039965	null	null	null	null	0045613287
0055615139	0098623	00716	00878394	null	null
0055615139	null	null	null	00331933	null
0055615139	null	null	null	00506856	null
0055615139	null	null	null	00916875	null
0055615139	null	null	null	null	0093431276
0016677973	0031366	00174	00736889	null	null
0016677973	null	null	00840270	null	null
0016677973	null	null	00913972	null	null
0016677973	null	null	null	00632381	null
0016677973	null	null	null	00335720	null
0016677973	null	null	null	null	0026018698
0074607258	0049665	00709	00025058	null	null
0074607258	null	null	00548124	null	null
0074607258	null	null	null	00630757	null
0074607258	null	null	null	00460856	null
0074607258	null	null	null	00653107	null
0074607258	null	null	null	null	0094249374
0074607258	null	null	null	null	0069156037
0074607258	null	null	null	null	0019729470
0074607258	null	null	null	null	0075492172
0065746600	0042015	00438	00499531	null	null
0065746600	null	null	00717957	null	null
0065746600	null	null	null	00729243	null
0065746600	null	null	null	null	0016726830
0047899544	0025346	00185	00495875	null	null
0047899544	null	null	00961051	null	null
0047899544	null	null	null	00017105	null
0047899544	null	null	null	00633873	null
0047899544	null	null	null	00859644	null
0047899544	null	null	null	null	0085801143
0047899544	null	null	null	null	0095282219
0047899544	null	null	null	null	0006810788
0023764444	0073394	00571	00614409	null	null
0023764444	null	null	00104045	null	null
0023764444	null	null	null	00780532	null
0023764444	null	null	null	null	0004083265
0023764444	null	null	null	null	0022705747
0023764444	null	null	null	null	0047899544
0023764444	null	null	null	null	0018822422
0023764444	null	null	null	null	0038132897
0075107676	0037158	00571	00328728	null	null
0075107676	null	null	00953325	null	null
0075107676	null	null	null	00261022	null
0075107676	null	null	null	00631975	null
0075107676	null	null	null	00763332	null
0075107676	null	null	null	null	0031054689
0075107676	null	null	null	null	0016497097
0075107676	null	null	null	null	0031923946
0075107676	null	null	null	null	0085873786
0029280181	0085039	00602	00318339	null	null
0029280181	null	null	null	00526918	null
0029280181	null	null	null	null	0029571383
0063380863	0027565	00729	00652584	null	null
0063380863	null	null	00189446	null	null
0063380863	null	null	null	00077058	null
0063380863	null	null	null	null	0037764373
0063380863	null	null	null	null	0080087775
0063380863	null	null	null	null	0019361518
0063183240	0051103	00677	00373640	null	null
0063183240	null	null	00441620	null	null
0063183240	null	null	null	00528825	null
0063183240	null	null	null	null	0009909207
0080618813	0020377	00196	00127197	null	null
0080618813	null	null	00716369	null	null
0080618813	null	null	null	00516847	null
0080618813	null	null	null	null	0024253623
0042125447	0034408	00646	00260257	null	null
0042125447	null	null	00928288	null	null
0042125447	null	null	00974202	null	null
0042125447	null	null	null	00100853	null
0042125447	null	null	null	00873349	null
0042125447	null	null	null	null	0034001826
0042125447	null	null	null	null	0071758989
0042125447	null	null	null	null	0050296579
0054926187	0080668	00826	00542435	null	null
0054926187	null	null	00167748	null	null
0054926187	null	null	00595310	null	null
0054926187	null	null	null	00151361	null
0054926187	null	null	null	00045257	null
0054926187	null	null	null	00508754	null
0054926187	null	null	null	null	0075855462
0054926187	null	null	null	null	0028409217
0054926187	null	null	null	null	0087592194
0045477167	0079875	00585	00900845	null	null
0045477167	null	null	00546111	null	null
0045477167	null	null	null	00854925	null
0045477167	null	null	null	00134575	null
0045477167	null	null	null	null	0041755022
0045477167	null	null	null	null	0004879924
0045477167	null	null	null	null	0048627544
0045477167	null	null	null	null	0057038414
0045477167	null	null	null	null	0066586335
0043835978	0073649	00805	00358605	null	null
0043835978	null	null	null	00377211	null
0043835978	null	null	null	null	0016936199
0042770431	0019054	00312	00188848	null	null
0042770431	null	null	null	00813443	null
0042770431	null	null	null	00382745	null
0042770431	null	null	null	null	0089772885
0001433276	0082629	00800	00175662	null	null
0001433276	null	null	00595310	null	null
0001433276	null	null	null	00840675	null
0001433276	null	null	null	00668294	null
0001433276	null	null	null	null	0052634703
0001433276	null	null	null	null	0078742292
0001433276	null	null	null	null	0075392358
0078535222	0082629	00150	00303904	null	null
0078535222	null	null	null	00440268	null
0078535222	null	null	null	00825281	null
0078535222	null	null	null	null	0087904663
0078535222	null	null	null	null	0048920943
0078535222	null	null	null	null	0031997186
0078535222	null	null	null	null	0093349482
0086356737	0084043	00319	00226443	null	null
0086356737	null	null	00134751	null	null
0086356737	null	null	00743252	null	null
0086356737	null	null	null	00141618	null
0086356737	null	null	null	00269338	null
0086356737	null	null	null	null	0011192179
0086356737	null	null	null	null	0094249374
0086356737	null	null	null	null	0078957949
0088257558	0046131	00137	00396716	null	null
0088257558	null	null	null	00878887	null
0088257558	null	null	null	00835526	null
0088257558	null	null	null	null	0052375575
0088257558	null	null	null	null	0013589987
0088257558	null	null	null	null	0095628241
0088257558	null	null	null	null	0069156037
0080162283	0045864	00092	00413790	null	null
0080162283	null	null	null	00926975	null
0080162283	null	null	null	00348823	null
0080162283	null	null	null	00976662	null
0080162283	null	null	null	null	0002542951
0080162283	null	null	null	null	0037998407
0080162283	null	null	null	null	0091021866
0040873777	0093714	00142	00896074	null	null
0040873777	null	null	00100693	null	null
0040873777	null	null	00729971	null	null
0040873777	null	null	null	00313394	null
0040873777	null	null	null	00346415	null
0040873777	null	null	null	00185865	null
0040873777	null	null	null	null	0091713861
0040873777	null	null	null	null	0070505123
0040873777	null	null	null	null	0035019220
0091392850	0013359	00006	00993780	null	null
0091392850	null	null	null	00004705	null
0091392850	null	null	null	null	0056963858
0091392850	null	null	null	null	0014537689
0091392850	null	null	null	null	0081566238
0098253924	0045844	00697	00392410	null	null
0098253924	null	null	00021082	null	null
0098253924	null	null	null	00846319	null
0098253924	null	null	null	00258739	null
0098253924	null	null	null	null	0001230575
0098253924	null	null	null	null	0072418240
0098253924	null	null	null	null	0091339736
0098253924	null	null	null	null	0078951861
0098253924	null	null	null	null	0091383426
0047381997	0042369	00174	00253259	null	null
0047381997	null	null	00192568	null	null
0047381997	null	null	null	00680381	null
0047381997	null	null	null	00203519	null
0047381997	null	null	null	null	0030039965
0026417033	0073649	00136	00912767	null	null
0026417033	null	null	00151850	null	null
0026417033	null	null	00904306	null	null
0026417033	null	null	null	00286168	null
0026417033	null	null	null	00377211	null
0026417033	null	null	null	null	0056963545
0025735370	0077789	00909	00152671	null	null
0025735370	null	null	null	00599228	null
0025735370	null	null	null	00979182	null
0025735370	null	null	null	00340978	null
0025735370	null	null	null	null	0056676196
0025735370	null	null	null	null	0016073088
0025735370	null	null	null	null	0090311579
0025735370	null	null	null	null	0096898843
0025735370	null	null	null	null	0017347829
0056676196	0020201	00133	00241890	null	null
0056676196	null	null	00817912	null	null
0056676196	null	null	00542435	null	null
0056676196	null	null	null	00364857	null
0056676196	null	null	null	00134340	null
0056676196	null	null	null	null	0039328272
0053177861	0033388	00661	00113822	null	null
0053177861	null	null	00891185	null	null
0053177861	null	null	00901033	null	null
0053177861	null	null	null	00813443	null
0053177861	null	null	null	00039246	null
0053177861	null	null	null	null	0059542824
0053177861	null	null	null	null	0094249374
0053177861	null	null	null	null	0046116021
0053177861	null	null	null	null	0078633246
0094344028	0040462	00014	00877436	null	null
0094344028	null	null	null	00733271	null
0094344028	null	null	null	null	0067903023
0094344028	null	null	null	null	0054993284
0094344028	null	null	null	null	0006810788
0053593509	0079196	00014	00638579	null	null
0053593509	null	null	00443316	null	null
0053593509	null	null	null	00492966	null
0053593509	null	null	null	null	0028409217
0053593509	null	null	null	null	0031006224
0053593509	null	null	null	null	0056673192
0052948490	0031958	00338	00302415	null	null
0052948490	null	null	00643510	null	null
0052948490	null	null	00029573	null	null
0052948490	null	null	null	00030711	null
0052948490	null	null	null	00355109	null
0052948490	null	null	null	00104537	null
0052948490	null	null	null	null	0041520954
0052948490	null	null	null	null	0054986560
0052948490	null	null	null	null	0024501565
0054835534	0050771	00644	00245827	null	null
0054835534	null	null	null	00146164	null
0054835534	null	null	null	null	0028177132
0054835534	null	null	null	null	0046859717
0013843662	0026576	00602	00729205	null	null
0013843662	null	null	00924686	null	null
0013843662	null	null	00284335	null	null
0013843662	null	null	null	00289850	null
0013843662	null	null	null	00090438	null
0013843662	null	null	null	00471413	null
0013843662	null	null	null	null	0040374626
0082744230	0057777	00638	00806352	null	null
0082744230	null	null	00261992	null	null
0082744230	null	null	null	00979182	null
0082744230	null	null	null	00741424	null
0082744230	null	null	null	00553287	null
0082744230	null	null	null	null	0015906001
0082744230	null	null	null	null	0002616922
0082744230	null	null	null	null	0050101395
0082744230	null	null	null	null	0009530870
0082744230	null	null	null	null	0046232215
0095316425	0084497	00848	00082511	null	null
0095316425	null	null	00921399	null	null
0095316425	null	null	00224748	null	null
0095316425	null	null	null	00730264	null
0095316425	null	null	null	null	0095361340
0080035016	0012724	00909	00205996	null	null
0080035016	null	null	00890836	null	null
0080035016	null	null	00418169	null	null
0080035016	null	null	null	00081846	null
0080035016	null	null	null	00098181	null
0080035016	null	null	null	null	0069151710
0080035016	null	null	null	null	0061923956
0080035016	null	null	null	null	0075754990
0080035016	null	null	null	null	0060166109
0080035016	null	null	null	null	0092333749
0031118425	0019795	00230	00486901	null	null
0031118425	null	null	00581326	null	null
0031118425	null	null	00126261	null	null
0031118425	null	null	null	00867330	null
0031118425	null	null	null	00183871	null
0031118425	null	null	null	null	0076357080
0031118425	null	null	null	null	0050529840
0031118425	null	null	null	null	0046748681
0031118425	null	null	null	null	0081193910
0063687476	0073928	00516	00029119	null	null
0063687476	null	null	null	00921730	null
0063687476	null	null	null	null	0058187596
0063687476	null	null	null	null	0030663589
0063687476	null	null	null	null	0046373198
0063687476	null	null	null	null	0063678409
0063687476	null	null	null	null	0091310818
0043771169	0015679	00013	00987682	null	null
0043771169	null	null	00227096	null	null
0043771169	null	null	null	00931854	null
0043771169	null	null	null	00882058	null
0043771169	null	null	null	null	0099729707
0043771169	null	null	null	null	0087191081
0043771169	null	null	null	null	0086231837
0043771169	null	null	null	null	0048627544
0043771169	null	null	null	null	0028479665
0012930349	0090456	00784	00652584	null	null
0012930349	null	null	00910780	null	null
0012930349	null	null	null	00879369	null
0012930349	null	null	null	00837087	null
0012930349	null	null	null	00466927	null
0012930349	null	null	null	null	0078742292
0012930349	null	null	null	null	0042922599
0012930349	null	null	null	null	0082185662
0059112346	0044307	00132	00899078	null	null
0059112346	null	null	00907150	null	null
0059112346	null	null	null	00653448	null
0059112346	null	null	null	00003982	null
0059112346	null	null	null	00399631	null
0059112346	null	null	null	null	0009303645
0059112346	null	null	null	null	0061648660
0018717942	0065815	00516	00968963	null	null
0018717942	null	null	00153424	null	null
0018717942	null	null	null	00784362	null
0018717942	null	null	null	null	0081987985
0018717942	null	null	null	null	0056963545
0055522008	0050587	00872	00139079	null	null
0055522008	null	null	00520982	null	null
0055522008	null	null	00755156	null	null
0055522008	null	null	null	00786936	null
0055522008	null	null	null	00609248	null
0055522008	null	null	null	00346774	null
0055522008	null	null	null	null	0008233526
0055522008	null	null	null	null	0002666790
0050742967	0081581	00833	00451226	null	null
0050742967	null	null	00091964	null	null
0050742967	null	null	null	00590383	null
0050742967	null	null	null	00624817	null
0050742967	null	null	null	00067620	null
0050742967	null	null	null	null	0026629550
0067016900	0046164	00638	00729205	null	null
0067016900	null	null	00860371	null	null
0067016900	null	null	00103339	null	null
0067016900	null	null	null	00809932	null
0067016900	null	null	null	null	0018654714
0067016900	null	null	null	null	0004520595
0012060399	0049734	00113	00671816	null	null
0012060399	null	null	null	00899747	null
0012060399	null	null	null	00407054	null
0012060399	null	null	null	null	0010985430
0012060399	null	null	null	null	0017347829
0012060399	null	null	null	null	0003422575
0091094181	0056021	00800	00062331	null	null
0091094181	null	null	null	00958382	null
0091094181	null	null	null	00510344	null
0091094181	null	null	null	00392036	null
0091094181	null	null	null	null	0051323880
0091094181	null	null	null	null	0027783973
0091094181	null	null	null	null	0071810056
0091094181	null	null	null	null	0046529693
0058383871	0040190	00598	00623440	null	null
0058383871	null	null	00852154	null	null
0058383871	null	null	00938623	null	null
0058383871	null	null	null	00618434	null
0058383871	null	null	null	00898416	null
0058383871	null	null	null	00471590	null
0058383871	null	null	null	null	0078873892
0058383871	null	null	null	null	0048199244
0058383871	null	null	null	null	0039797980
0015741360	0058377	00633	00034289	null	null
0015741360	null	null	null	00150470	null
0015741360	null	null	null	null	0080700898
0015741360	null	null	null	null	0068252248
0015741360	null	null	null	null	0087206435
0015741360	null	null	null	null	0093906411
0095658216	0025346	00729	00823067	null	null
0095658216	null	null	00060052	null	null
0095658216	null	null	00262964	null	null
0095658216	null	null	null	00345269	null
0095658216	null	null	null	00523083	null
0095658216	null	null	null	null	0072920004
0095658216	null	null	null	null	0073907282
0095658216	null	null	null	null	0031997186
0095658216	null	null	null	null	0086356737
0095658216	null	null	null	null	0088388104
0079654970	0089005	00234	00770025	null	null
0079654970	null	null	null	00766416	null
0079654970	null	null	null	00616646	null
0079654970	null	null	null	null	0012536385
0079654970	null	null	null	null	0083848555
0079654970	null	null	null	null	0076491915
0028256327	0054367	00113	00301330	null	null
0028256327	null	null	null	00220539	null
0028256327	null	null	null	00747131	null
0028256327	null	null	null	null	0087246589
0014367334	0083292	00963	00231137	null	null
0014367334	null	null	00054653	null	null
0014367334	null	null	null	00103702	null
0014367334	null	null	null	00392036	null
0014367334	null	null	null	null	0068693930
0014367334	null	null	null	null	0053522205
0081566238	0041869	00585	00877680	null	null
0081566238	null	null	00724899	null	null
0081566238	null	null	00443316	null	null
0081566238	null	null	null	00393466	null
0081566238	null	null	null	null	0070896096
0081566238	null	null	null	null	0023718318
0081566238	null	null	null	null	0010018705
0081566238	null	null	null	null	0084043492
0094780689	0092402	00174	00856275	null	null
0094780689	null	null	00916676	null	null
0094780689	null	null	null	00800989	null
0094780689	null	null	null	00003658	null
0094780689	null	null	null	00283920	null
0094780689	null	null	null	null	0001787254
0094780689	null	null	null	null	0090918492
0023718318	0031904	00413	00749652	null	null
0023718318	null	null	00356773	null	null
0023718318	null	null	00524966	null	null
0023718318	null	null	null	00599889	null
0023718318	null	null	null	null	0056134291
0023718318	null	null	null	null	0048920943
0023718318	null	null	null	null	0041464216
0023718318	null	null	null	null	0066809392
0087246589	0076519	00972	00831649	null	null
0087246589	null	null	null	00610042	null
0087246589	null	null	null	null	0067016900
0087246589	null	null	null	null	0016089971
0087246589	null	null	null	null	0019368684
0098592587	0075840	00532	00205996	null	null
0098592587	null	null	00896074	null	null
0098592587	null	null	null	00626418	null
0098592587	null	null	null	00469085	null
0098592587	null	null	null	00231984	null
0098592587	null	null	null	null	0025620156
0098592587	null	null	null	null	0029280181
0098592587	null	null	null	null	0059927456
0098592587	null	null	null	null	0081987985
0098592587	null	null	null	null	0063595060
0078231065	0046738	00174	00862490	null	null
0078231065	null	null	00255466	null	null
0078231065	null	null	00996746	null	null
0078231065	null	null	null	00889378	null
0078231065	null	null	null	null	0098592587
0040356745	0032505	00338	00926443	null	null
0040356745	null	null	00383541	null	null
0040356745	null	null	00971787	null	null
0040356745	null	null	null	00015792	null
0040356745	null	null	null	00065132	null
0040356745	null	null	null	00632284	null
0040356745	null	null	null	null	0061889916
0040356745	null	null	null	null	0063380863
0040356745	null	null	null	null	0042895686
0080076178	0049333	00590	00735731	null	null
0080076178	null	null	00167748	null	null
0080076178	null	null	null	00950760	null
0080076178	null	null	null	00677794	null
0080076178	null	null	null	00520145	null
0080076178	null	null	null	null	0056134291
0080076178	null	null	null	null	0063183240
0080076178	null	null	null	null	0097450367
0087677109	0037135	00694	00383541	null	null
0087677109	null	null	00820853	null	null
0087677109	null	null	null	00419401	null
0087677109	null	null	null	00516682	null
0087677109	null	null	null	null	0026417033
0087677109	null	null	null	null	0007682214
0072569517	0027831	00334	00142695	null	null
0072569517	null	null	00574417	null	null
0072569517	null	null	null	00849958	null
0072569517	null	null	null	null	0072663756
0072569517	null	null	null	null	0079272055
0072569517	null	null	null	null	0021282903
0053609847	0072465	00142	00435525	null	null
0053609847	null	null	00301826	null	null
0053609847	null	null	00270345	null	null
0053609847	null	null	null	00304923	null
0053609847	null	null	null	00647794	null
0053609847	null	null	null	00943595	null
0053609847	null	null	null	null	0041861620
0053609847	null	null	null	null	0059763305
0053609847	null	null	null	null	0054175056
0053609847	null	null	null	null	0048559750
0059591163	0031904	00133	00518894	null	null
0059591163	null	null	00805673	null	null
0059591163	null	null	null	00908583	null
0059591163	null	null	null	00822895	null
0059591163	null	null	null	00496885	null
0059591163	null	null	null	null	0056252335
0059591163	null	null	null	null	0019729470
0059591163	null	null	null	null	0090136530
0059591163	null	null	null	null	0026629550
0059591163	null	null	null	null	0019729470
0081064846	0041718	00136	00362099	null	null
0081064846	null	null	00142695	null	null
0081064846	null	null	null	00039246	null
0081064846	null	null	null	00355109	null
0081064846	null	null	null	null	0092773128
0081064846	null	null	null	null	0053622424
0081064846	null	null	null	null	0094113401
0081064846	null	null	null	null	0062087211
0080700898	0028150	00694	00946188	null	null
0080700898	null	null	null	00889318	null
0080700898	null	null	null	00244743	null
0080700898	null	null	null	null	0048951243
0080700898	null	null	null	null	0072663756
0031006224	0047708	00132	00886282	null	null
0031006224	null	null	00940896	null	null
0031006224	null	null	null	00079489	null
0031006224	null	null	null	null	0006585078
0031006224	null	null	null	null	0078957949
0031006224	null	null	null	null	0055826447
0031006224	null	null	null	null	0071685784
0088884371	0077789	00162	00886900	null	null
0088884371	null	null	null	00056678	null
0088884371	null	null	null	null	0096838537
0088895060	0010422	00312	00916676	null	null
0088895060	null	null	null	00381966	null
0088895060	null	null	null	null	0080567852
0088895060	null	null	null	null	0046116021
0088895060	null	null	null	null	0090424421
0067083922	0022441	00697	00183823	null	null
0067083922	null	null	00963298	null	null
0067083922	null	null	00272732	null	null
0067083922	null	null	null	00959618	null
0067083922	null	null	null	null	0035019220
0067083922	null	null	null	null	0050529840
0067083922	null	null	null	null	0040425172
0067083922	null	null	null	null	0023176794
0067083922	null	null	null	null	0025838613
